csvId,name,categories,description,image
4501,OVL Stout,,This nitrogenated dry stout is low in alcohol but big in flavor. Its smooth roasted coffee like aromas and flavor are clean and drinkable.,
4502,Aud Blonde,"""[""""607eea94ca4e953fe8c42490""""""]""","Aud Blonde has a refined characteristic, which can be contributed to us blending pilsner malt with a unique hop called crystal. The distinctive characteristic of the crystal hop lends a citrus, almost eucalyptus quality in the aroma and mouth feel of the brew, while leaving the beer with a long dry finish.",
4506,Thunderhead IPA,"""[""""607eea94ca4e953fe8c42490""""""]""","The Granddaddy of Pale Ales, this style got its start as a special brew for English soldiers living in India.  Our IPA is a medium bodied ale, with a light copper color characterized by an intense hop flavor, with a full flowery hop aroma and higher alcohol content.",
4507,Strongbow Cider,"""[""""607eeae3ca4e953fe8c42498""""""]""","Strongbow is a brand of cider manufactured in England by Bulmers. It is the UK's most popular cider[citation needed], accounting for more than half of the draught cider sold in British pubs. Strongbow is also unique in that it is produced with a Royal Warrant.",
4508,Summer Solstice Cerveza Crema,"""[""""607eeae3ca4e953fe8c42498""""""]""",\This copper colored ale is smooth,
4509,IPA,"""[""""607eea94ca4e953fe8c42490""""""]""",\This is our unique version of an ancient style. A style as old as the ocean trade routes of the last centuries Great Ships. Not as old as the equator they had to cross twice enroute,
4511,Blue,"""[""""607eeae3ca4e953fe8c42498""""""]""",Sweetwater Blue is a unique light bodied ale enhanced with a hint of fresh blueberries. This euphoric experience begins with an appealing blueberry aroma and finishes as a surprisingly thirst-quenching ale.,
4512,Georgia Brown,"""[""""607eea94ca4e953fe8c42490""""""]""","It's definitely one of the finer American Brown Ales. A deep, copper colored, mild brown ale.

SGB is accentuated by a slight nuttiness from its malt character. Designed to be a session beer it has a real smooth finish with a subtle hop character.",
4513,Hummer,"""[""""607eeaa6ca4e953fe8c42492""""""]""",SweetWater Hummer is a tasty Belgian White Ale brewed with coriander and orange peel. Cloudy with subtle fruit tones and a lingering finish. Everybody loves a Hummer!,
4515,"Maharaja, The","""[""""607eea94ca4e953fe8c42490""""""]""","From Website:
Maharaja is derived from the sanskrit words mahat, - \great\"" and rajan - \""king\"". Much like its namesake",
4516,"Reverend, The","""[""""607eeaa6ca4e953fe8c42492""""""]""",Belgian-Style Quadrupel Ale,
4517,Monk's Cafe,,"A sweet and sour beer that gets its flavor from mixing old and new ales. An unusual, yet perfect, combination.",
4518,Erdinger Weizen,"""[""""607eeae3ca4e953fe8c42498""""""]""","The famous Bavarian specialty

Erdinger Weissbier 'crystal clear' is particularly welcome as a tasty thirst-quencher for hot summer days.

This specialty wheat beer gets its 'crystal clear' appearance from a particularly long filtration process, known in the industry as \fine filtration\""",
4519,Franziskaner Hefe-Weissbier Dunkel,,"Franziskaner Hefe-Weisse Dunkel wins supporters with its refreshing yet aromatic and full-bodied flavour. This dark, cloudy specialty is a special treat for weiss beer connoisseurs and bock beer aficionados.

All of Franziskaner's weiss beer products - Hefe-Weisse Hell and Hefe-Weisse Dunkel - are top-fermentation beers noted for their agreeable carbonation levels and zesty wheat flavour. The consistently high quality of our products makes Franziskaner weiss beers a refreshing taste sensation of a special sort. All Franziskaner weiss beers are brewed in strict adherence to the Bavarian Purity Law of 1516.",
4520,Raison D'Extra,"""[""""607eea94ca4e953fe8c42490""""""]""","A bigger, bolder version of our Raison D'Etre.

This is a bulbous, brown ale brewed with a bunch of malt, brown sugar and raisins.

In case you care... the average 12 oz. serving has approximately 425 calories.",
4521,Orlio Seasonal India Pale Ale,"""[""""607eea94ca4e953fe8c42490""""""]""","A strong but smooth medium-bodied copper ale with a furity nose, big dry hop flavor, and assertive hop bite that rest upon a subtle but supportive background of complex malt flavors.",
4522,Orlio Common Ale,,A light to medium bodied deep golden ale that starts with an elegantly creamy malt complexity and ends with a firm but understated hop finish that balances the initial sweetness with a touch of bitterness.,
4523,Orlio Seasonal Black Lager,"""[""""607eeabdca4e953fe8c42494""""""]""",A rich medium-bodied black lager whose sweet deep malt flavor is balanced by a moderate hop bite and roasted malt tartness that creates notes of bitter chocolate and a slight lingering sweetness.,
4526,Creamation Ale,"""[""""607eeae3ca4e953fe8c42498""""""]""",This style of beer is light to medium in body (mouth-feel) with very little hop character. The brewer says â€œa good beer to try if youâ€™re a Northern Lite drinkerâ€,
4527,Squirrel's Nut Brown,"""[""""607eea94ca4e953fe8c42490""""""]""","This smooth Ale has an even display of hop bitterness and bold malt flavor, with a hint of nutty flavor from the dark malt, to produce a superior brown ale taste",
4528,McCafferty's Ale,"""[""""607eea89ca4e953fe8c4248f""""""]""","This is a true Celtic Red ale thatâ€™s as faithful as its namesake. With a smooth balance between malt and hops, itâ€™s sure to become a pubhouse favorite",
4529,Station 33 Firehouse Red,"""[""""607eea89ca4e953fe8c4248f""""""]""","This red is a rich, malty, ruby-colored ale with a smooth finish.",
4530,Amber Waves of Grain,"""[""""607eea94ca4e953fe8c42490""""""]""","An amber-colored beer, lightly hopped, with a nice malty finish; go ahead, salute your brew.",
4531,Paddlers Pale Ale,"""[""""607eea94ca4e953fe8c42490""""""]""","This clean, crisp ale was dry-hopped and is as refreshing as a plunge in the Slippery Rock Creek.",
4532,Paleo IPA,"""[""""607eea94ca4e953fe8c42490""""""]""","The discovery of the true I.P.A. (India Pale Ale) made right here in Slippery Rock. The British added hops to oak barrels to help preserve the beer for its long voyage to British-controlled India. Brewed in this same English tradition, we dry-hopped our ale, giving the beer a very aromatic quality as it travels to your mug.",
4533,Double Vision IPA,"""[""""607eea94ca4e953fe8c42490""""""]""","Double your fun, double your pleasure and try and stay out of double trouble with this hopped up I.P.A.",
4534,Friar's Porter,"""[""""607eea89ca4e953fe8c4248f""""""]""",This robust porter has a lot of caramel and chocolate flavor balanced with the flavor and aroma of fuggle hops.,
4535,Stone House Stout,"""[""""607eea7bca4e953fe8c4248e""""""]""","This robust, hearty stout is as sturdy as its namesake.  Roasted barley is the trademark of stout, a bittersweet separation from its cousin Porter.  The deep character of roasted barley is further enhanced by the addition of oatmeal for an incredible silky finish.",
4536,Rock-n-Wheat,"""[""""607eea9eca4e953fe8c42491""""""]""","This unfiltered, true German wheat beer has hints of clove and banana which the yeast produces during fermentation.",
4537,Double Crooked Tree I.P.A.,"""[""""607eea94ca4e953fe8c42490""""""]""","From their website:
\Have you read the description for the regular Crooked Tree yet? Well this beer is almost the same just double. We actually took the Crooked Tree recipe and doubled all of the ingredients except the water",
4538,Hopmouth Double IPA,"""[""""607eea94ca4e953fe8c42490""""""]""","The first in our Brew Crew Big Beer Series, Hopmouth Double IPA is a hop loverâ€™s delight!  Deep amber hue with a generous white head, Hopmouth showcases a rich, toasty flavor and a sweet caramel notes as a result of the high-quality Maris Otter Malt, imported from the UK.  The hops are right up front in the aroma, reminiscent of citrus and pine, while the resin-like flavors linger well after the last sip.

This is a BIG beer.  True to our original vision, we have achieved a level of balance and drinkability rarely found in this style.  Delicious on its own, Hopmouth is also a brilliant pair with many boldly-flavored foods, including many cheeses and desserts.",
4543,Copper Hill Kolsch,,"German Style Light Ale. Smooth, easy drinking with subtle noble hop character.",
4544,Abijah Rowe IPA,"""[""""607eea94ca4e953fe8c42490""""""]""","Traditional English India Pale Ale brewed with all English malt & hopped with a blend of English & American hops. High in strength, bitterness & aroma.",
4545,Alt,"""[""""607eea9eca4e953fe8c42491""""""]""","Alt, German for \old",
4546,Old Mill Pond ESB,"""[""""607eea7bca4e953fe8c4248e""""""]""","As English style extra special bitter, brewed using the finest malt and hops from England to produce a well balanced medium body pint.",
4547,Three Steve Stout,"""[""""607eea94ca4e953fe8c42490""""""]""","Our Stout is brewed with English malt, hops and oats to produce a smooth coffee-like richness with a pleasant bittersweet finish.",
4548,North Pleasant Pale Ale,"""[""""607eea94ca4e953fe8c42490""""""]""","Light gold in color, slightly malty and hoppy, with a mild flowery hop finish.",
4549,Massatucky Brown,"""[""""607eea94ca4e953fe8c42490""""""]""","Light brown medium bodied ale. Smooth, malty and slightly roasted flavor.",
4550,Two Sisters Imperial Stout,"""[""""607eea94ca4e953fe8c42490""""""]""","Dark, rich, hearty, smooth and chocolaty. The two siloettes on the logo are Marina and Kshusha adopted from Russia by Amherst Brewing Company's owners, John and Terrie.",
4551,Heather Ale,"""[""""607eeae3ca4e953fe8c42498""""""]""","2003 Silver medal winner herb and spice catagory Great American Beer Fest, made without hops, 100% heather flowers giving it a flowery aroma, subtle sweetness, and crisp, clean finish.",
4552,Lewmeister Oktoberfest,"""[""""607eeabdca4e953fe8c42494""""""]""","Amber, full-bodied lager made in the traditional style with German hops. Brewed in early August and put on tap with a keg of the previous years batch by October of each year. This beer is brewed in memory of \Lewis\""",
4553,Raspberry Brown Ale,"""[""""607eea94ca4e953fe8c42490""""""]""",Our Massatucky Brown Ale with a subtle raspberry flavoring,
4554,Workingman's Wheat,"""[""""607eea9eca4e953fe8c42491""""""]""",Light crisp American style wheat with a medium hop finish. Made using 25% German wheat malt. Brewed and on tap each summer.,
4555,Righteous Red,"""[""""607eea94ca4e953fe8c42490""""""]""","Reddish amber in color, mild and malty with hop aroma and finish.",
4556,Graduation Ale,"""[""""607eea94ca4e953fe8c42490""""""]""","Golden pale ale, slightly hoppy. Brewed each May for the upcoming graduates. It took you four hard years to graduate so we made this one easy to drink. Congratulations!",
4557,Patriots Pilsner,"""[""""607eeabdca4e953fe8c42494""""""]""",A traditional European Pilsner light in body and color. This brew possesses mild hoppy flavors and a crisp clean finish. It is made with traditional European hops: Hallertau and Saaz.,
4558,Amherst ESB,"""[""""607eea7bca4e953fe8c4248e""""""]""","Amber in color, medium body with very hoppy aroma and bitter finish. Dry hopped with Oregon Goldings",
4559,Honey Pilsner,"""[""""607eeabdca4e953fe8c42494""""""]""","Crisp light lager, slightly malty with subtle hints of wildflower honey. Finished with Hallertau and Saaz hops",
4560,Puffers Smoked Porter,"""[""""607eea89ca4e953fe8c4248f""""""]""","Dark, full bodied ale with a prominent smoked malt flavor",
4561,Boltwood Bock,"""[""""607eeabdca4e953fe8c42494""""""]""","Light in color, full bodied and very malty, this lager has a toasted malt flavor. Brewed in February and usually on tap by May with a keg of the previous year's batch.",
4562,Bankers Gold,"""[""""607eea94ca4e953fe8c42490""""""]""","Just another day at the bank. Very light, mild ale with a subtle hop finish. Brewed once a year in early Spring.",
4563,Half in the Bagpipe,"""[""""607eea7bca4e953fe8c4248e""""""]""","Amber in color, full-bodied strong ale with a prominent malt flavor delicately balanced with Goldings hops. Made with a hint of molasses, this beer is usually on tap for Super Bowl with a keg or two of the previous year's batch.",
4564,Cascade IPA,"""[""""607eea94ca4e953fe8c42490""""""]""","Light in color, medium body, with a hop bitterness and Cascade hop finish.",
4565,Olde #8 Anniversary Ale,"""[""""607eea9eca4e953fe8c42491""""""]""",Brewed for August each year to celebrate our Anniversary this strong ales maltiness is balenced by a generous amount of hops,
4566,Premium Beer,"""[""""607eeabdca4e953fe8c42494""""""]""","Bitburger guarantees premium quality and enjoyment. Drawing on almost 200 years of expertise, the full-bodied, light, Bitburger Premium Beer is of course brewed according to the German Purity Law. Its popular, dry-finished, hoppy taste has secured Bitburger Premium Beer position as Germany's no. 1 draught beer.

-http://www.bitburger.com/bitburger_beers/bitburger_premium_beer/product_bitburger_premium_beer/index.html",
4567,Hell's Belle,"""[""""607eeaa6ca4e953fe8c42492""""""]""","This style originated in Belgium to compete with the pilsners from Czechoslovakia, Germany, and Poland. It is a fruity ale with very strong carbonation, with complex, spicy flavors like cloves.",
4568,Foster's Special Bitter,"""[""""607eea7bca4e953fe8c4248e""""""]""",http://www.fostersbeer.com/home.aspx?fullbrowser=h,
4570,Honey Moon Summer Ale,"""[""""607eeae3ca4e953fe8c42498""""""]""","The Gold Medal-winning Honey Moon Summer Ale is a classic summer ale made even better with real clover honey, fresh orange peel and both pale and white wheat malts.  Proff that brewing the perfect summer ale is a true art.",
4571,Staropramen,"""[""""607eeabdca4e953fe8c42494""""""]""","Classic famous czech beer from Praha, one of the best beers of the world",
4572,Bad Penny,"""[""""607eea94ca4e953fe8c42490""""""]""","This dark brown ale is slightly sweet with a caramel and dark fruit finish. A show case of fine English malts, floor malted the old way. We use pale, chocolate, and crystal malts to produce a complex, but easy drinking dark ale. Very reminescent of northern English ales.",
4573,Angry Angel,,Our KÃ¶lsch is a refreshingly pale German style Ale. It is cold fermented and cold conditioned to achieve a beautiful balance between biscuit malt flavors and floral hop notes. It is light bodied and finishes somewhat dry to enhance it's easy drinking nature.,
4574,Antler Brown Ale,"""[""""607eea94ca4e953fe8c42490""""""]""","This traditional American style brown ale has medium body with a sweet Carastan maltiness. A rich deep chocolate color, our Antler Brown Ale is mildly hopped with Mt. Hood hops. Check out the Antler tap handle... locally grown! This has been our most popular beer over the years... a very easy drinking brew.",
4575,Navigator Golden Ale,"""[""""607eea94ca4e953fe8c42490""""""]""",Another one of our most popular brews. Navigator Gold has a crisp and slighly hoppy finish. It's cold filtered and moderately carbonated.,
4576,Cliffhanger Light Ale,"""[""""607eeac5ca4e953fe8c42495""""""]""","Our lightest brew, this ale has a lower alcohol content than other Barley Creek brews. The Munich malt and Saaz and Hallertau hops give it a distinct German profile. Refreshing with a clean, dry finish.",
4577,Angler Black Lager,"""[""""607eeabdca4e953fe8c42494""""""]""","Dark and delightful, this is an easy-drinking brew. Once a seasonal favorite now we brew it all the time as part of our variety case. Brewed with five different malts and three different hops, then pitched with Bavarian lager yeast.",
4578,Rescue IPA,"""[""""607eea94ca4e953fe8c42490""""""]""","Hopped four separate times with pure Centennial hops for one of the hoppiest brews around. With a nice dry finish, Rescue IPA is our Mug Club's favorite.",
4579,Iron Arm Belgian Style Wheat,"""[""""607eeaa6ca4e953fe8c42492""""""]""","A Belgian-style summer favorite. Malted wheat, Pale, Munich and Cara Vienna malt, then moderately hopped with Saaz and a double dose of Hallertau. Served unfiltered with an orange wedge, this is fun in a glass.",
4580,Mountaineer Maibock,"""[""""607eeabdca4e953fe8c42494""""""]""","A German style lager. Light in color, with medium to full body and mild hop bitterness.",
4581,Old '99 Barley Wine,"""[""""607eea94ca4e953fe8c42490""""""]""","First brewed in 1998 to be served on our fifth anniversary (December 15, 1999), this beer just gets better every year. And, every year around our anniversary, we brew a new vintage. With an original gravity of 1099, this Barley Wine is dark and sweet, and is served in a snifter like an after-dinner drink. You'll want to savor it slowly.",
4584,Saranac Adirondack Lager,"""[""""607eeac5ca4e953fe8c42495""""""]""","Our classic German lager has a perfect balance of caramel malt sweetness. Look for a rich, amber color and medium body.",
4585,Organic Ale,"""[""""607eea94ca4e953fe8c42490""""""]""",A delicately flavored golden ale in which subtle fruity esters from the Samuel Smith yeast strain interact with a background of maltiness and fresh hops.,
4586,Founders Imperial Stout,"""[""""607eea94ca4e953fe8c42490""""""]""","A fine companion to end a meal or relax in front of the hearth with, this robust ale will cellar well for years. Brewed with ten varieties of malted barley this stout is extremely smooth, complex and rich in body. We recommend serving at cellar temperature. Sit back and enjoy its richness and complexity, your about to drink the ultimate winter warmer.",
4587,Founders Pale Ale,"""[""""607eea94ca4e953fe8c42490""""""]""","A testament to Cascade hops in a bottle. Our medium-bodied, Pale Ale has a distinctive floral hop aroma and refreshing citrus flavor. Founders Pale Ale has a slight malty sweetness with a balanced hop finish. A perfect beer to enjoy while mowing the lawn, boating, grilling with friends or just taking it easy.",
4588,Founders Black Rye,"""[""""607eeae3ca4e953fe8c42498""""""]""","This beer will surprise you with a big hop flavor and a toasty sweet aroma. Pours black from the chocolate and de-bitterized black rye malts. This ale is medium bodied and is well flavored with hints of toffee, nutty undertones and a dry crisp finish.",
4589,Founders Breakfast Stout,"""[""""607eea94ca4e953fe8c42490""""""]""","You've got to love coffee to truly appreciate this phenomenal brew. Brewed with an abundance of flaked oats, bitter and sweetened imported chocolates, Sumatra and Kona coffee. Breakfast Stout has an intense fresh roasted coffee nose toped with a cinnamon colored frothy head that seems to never fade and makes you wish breakfast could last forever.",
4590,Rubaeus,"""[""""607eeae3ca4e953fe8c42498""""""]""","As promised Founders Brewing Company has created something unlike the rest. Amongst this summers over croweded race to cloudy wheat beers, we have decided to embark down a path all our own. Using only fresh rasberries, rubaeus translates into intese flavors combined with a no hesitation malt bill. In fermentation we add fresh rasberries at five separate stages to achieve the ulttimate balance between tartness and sweetness.",
4591,Curmudgeon,"""[""""607eea7bca4e953fe8c4248e""""""]""","This Old Ale conjures up thoughts of classic sea fairing ports, there local pubs and the weathered fisherman that frequent them. In traditional style Curmudgeon is brewed with an intense focus on the malt bill creating a very strong, rich, malty characteristic and a sweetness indicative of its cousin the barleywine. We are especially proud of the balance in this beer making it deceptively smooth and drinkable at 9.3% alcohol by volume.",
4592,Founders Kentucky Breakfast,"""[""""607eea94ca4e953fe8c42490""""""]""",A bit of backwoods pleasure without the banjo. This stout is brewed with a hint of coffee and vanilla then aged in oak bourbon barrels. Our process ensures that strong bourbon undertones come through in the finish in every batch we brew. We recommend decanting at room temperature and best enjoyed in a brandy snifter.,
4593,Founders Devil Dancer,"""[""""607eea94ca4e953fe8c42490""""""]""","Founders most complex, most innovative, most feared and yet most revered ale produced. Massive in complexity the huge malt character balances the insane amount of alpha's used to create this monster. More IBU's than any brewery has documented, more than you would believe and dry-hopped for twenty-six days straight with a combination of 10 hop varieties. Dangerously drinkable and deliciously evil. We dare you to dance with the Devil.",
4594,Founders Red's Rye,"""[""""607eeae3ca4e953fe8c42498""""""]""",Pours a spectacular crimson red with a creamy tan head. Brewed with four varieties of Belgian caramel malts imparting a sweet richness. Red's Rye is impressively balanced with its hop bitterness and huge citrus bouquet achieved from the immense amarillo dry hop. The generous amount of malted rye used accentuates a spicy crisp finish.,
4595,Saranac Pale Ale,"""[""""607eea94ca4e953fe8c42490""""""]""","A beer that would make the English jealous! This true English Pale Ale is rich and fruity, yet finishes crisp. You'll love the copper amber color and medium body.",
4596,Saranac Brown Ale,"""[""""607eea94ca4e953fe8c42490""""""]""","This Brown Ale is brewed with American malt and hops, and traditional ale yeast. Look for a sweet, chocolaty taste, with balanced bitterness resulting in a full flavored but smoothly drinkable beer.",
4597,Saranac India Pale Ale,"""[""""607eea94ca4e953fe8c42490""""""]""",A hop lover's delight. In the India Pale Ale tradition this brew is very hoppy in both aroma and flavor from the generous amounts of cascade hops used in brewing. Look for a medium to full body and golden straw color.,
4598,Saranac Black Forest,"""[""""607eeabdca4e953fe8c42494""""""]""","A Bavarian black beer with distinctive carmel malt sweetness and rich creamy trademark head. Flavorful, yet smooth; it is very drinkable!",
4599,Saranac Black & Tan,,"A beer lover's dream! This classic irish stout and amber lager blend is malty, yet pleasantly bitter with many complex flavor notes. Look for a deep brown-black color and full-body.",
4600,Saranac Lager,"""[""""607eeac5ca4e953fe8c42495""""""]""","A simple well-made Classic American Lager brewed with only choice ingredients. It is extremely mellow refreshingly smooth, glass after glass.",
4601,Pomegranate Wheat,"""[""""607eeae3ca4e953fe8c42498""""""]""",This wholesome combination of unfiltered wheat beer and real pomegranate juice makes a smooth refreshing beer with all the goodness of pomegranate. Look for a light body with a slight tart finish and golden straw color.,
4602,Saranac Kolsch,,"This golden sparkling blond ale was brewed to pay homage to a 1000-year tradition rooted in Cologne, Germany. Clear, crisp and easy to drink, the Kolsch of today is lighter than the \House\"" beer that was served in Cologne 200 years ago - the city that made Kolsch famous. We hope you'll enjoy it!""",
4603,Saranac Belgian White,"""[""""607eeaa6ca4e953fe8c42492""""""]""","Our Belgian Style White beer is smooth, tangy and very thirst quenching. Brewed with a delicate combination of oats, wheat and barley malt, we season it ever so lightly with hops. Then we add sprinklings of coriander and orange peel for a refreshing brew with a citrus aroma. Don't be fooled by the cloudy appearance, that's expected of a classic Belgian-style \Whitbier\"" or white beer.""",
4604,Saranac Summer Ale,"""[""""607eeae3ca4e953fe8c42498""""""]""","ith more than 2,800 bodies of water in the Adirondacks, it's not too hard to find a sunny place to relax, rest your feet and look out over the water. To celebrate summer in the Adirondacks, we've brewed a beer with generous amounts of wheat malt for a light, refreshing taste. Look for subtle hints of lemon.",
4605,Saranac Golden Pilsner,"""[""""607eeabdca4e953fe8c42494""""""]""","Saranac Pilsener is a light bodied American Wheat Beer that is judiciously hopped with Cascade and Tettnang hops. \Dry-Hopping\"" imparts the distinctive hop aroma and finish. Look for a smooth",
4606,Saranac Octoberfest,"""[""""607eeabdca4e953fe8c42494""""""]""","Saranac Octoberfest is a med-bodied, copper colored lager. It's rich, malty taste is subtly balanced by Saaz and Tettnang hops. The beer is aged slowly in the tradition of the Octoberfest beers of Munich.",
4607,Saranac Pumpkin Ale,"""[""""607eeae3ca4e953fe8c42498""""""]""","Saranac Pumpkin Ale is brewed with Pumpkin, Cinnamon, Allspice, Cloves, Ginger and Vanilla. Look for a full-body and amber color. We're sure you'll enjoy this special brew!",
4608,Saranac Season's Best,"""[""""607eeac5ca4e953fe8c42495""""""]""","Brewed with a special blend of domestic and Belgian malts for a delicate nut-like character, you'll love this Lager's rich taste and signature hop aroma. The exceptional full-bodied taste reflects our Brewery's extraordinary commitment to brewing beers of the highest standard of quality.",
4609,Saranac Caramel Porter,"""[""""607eea89ca4e953fe8c4248f""""""]""","Saranac Caramel Porter is a Robust, flavorful porter Reminiscent of a by-gone era. True to brewing tradition, we've used dark caramel malt, as well as Fuggles and East Kent Goldings hops for smooth, yet slightly bitter, roasted flavor, look for hints of the real caramel used in brewing this delicious beer!",
4610,Saranac Black Diamond Bock,"""[""""607eeabdca4e953fe8c42494""""""]""","Saranac Black Diamond Bock is a rich, malty brew, made with traditional German malts and hops and fermented with a lager yeast. Aged for months for a rich but smooth malty taste. A nice reward for enduring your winter months.",
4611,Saranac Oatmeal Stout,"""[""""607eea7bca4e953fe8c4248e""""""]""","Saranac Oatmeal Stout is brewed with a delicate balance of the finest grown oats, selected hops, and our traditional ale yeast. Look for a sweet, dark chocolate and roasted taste.",
4612,Roggen Bock,"""[""""607eeabdca4e953fe8c42494""""""]""","Brewed in the tradition of great German Bock beers with only German malts and hops, using 20% rye, malt to give it a distinctive spicy, yet smooth character. You'll love the rich flavors and deep red color of this unique German Brew.",
4613,Saranac Marzenbier,,"Bigger..Richer...Smoother, are all ways to describe a Marzenbier. Look for a toasted malt character balanced with slight hop bitterness. Marzenbiers are traditionally aged for months and unveiled to great celebration.",
4614,Saranac Nut Brown Ale,"""[""""607eea94ca4e953fe8c42490""""""]""","Saranac Nut Brown Ale's soft mellow malt character is rich and smooth with a medium body. Look for hints of toasted malt flavor, slight hop bitterness and amber brown color.",
4615,Saranac Mocha Stout,"""[""""607eea94ca4e953fe8c42490""""""]""","Combines the rich roasted flavor of our traditional stout with a deep, robust mocha. Look for a full-bodied taste with a crescendo of complex flavor notes.",
4616,Saranac Single Malt,"""[""""607eea7bca4e953fe8c4248e""""""]""",We use 100% Scottish Maris Otter Malt. Traditionally used in the distilling industry. The combination of the Scottish Malt and slow aging process produces a unique brew as distinctive as single malt whiskey with a flavor than any other beer.,
4617,Saranac Belgian Ale,"""[""""607eeaa6ca4e953fe8c42492""""""]""","Saranac Belgian Ale is Deliciously Fruity. It is brewed with a generous amount of Belgian Aromatic Malt, Hand selected hops, and a traditional Belgian ale yeast. Brewed in the \Trappist Style\"".""",
4618,Saranac Mountain Ale,"""[""""607eeae3ca4e953fe8c42498""""""]""","This Delicious Fruity ale is brewed with blackberries, raspberries and sweetened with a touch of blueberry honey. Light and refreshing.With a reddish-Amber color, be sure to look for the ale bitter and berry sweetness. Enjoy!",
4619,Saranac Chocolate Amber,,"There comes a time every year in the Adirondacks when a heavier, more malty brew compliments the cold winter months. This brew showcases a variety of dark roasted malts, producing a beer with a rich chocolaty flavor.",
4620,Saranac Bock,"""[""""607eeabdca4e953fe8c42494""""""]""",Bock is not from the bottom of the barrel! It is a rich malty beer brewed with traditional German ingredients and aged for months to give it a smooth malty character. Look for a rich full-bodied beer.,
4621,Saranac Rachbier,,This malty German style lager is brewed with Bamberg smoked malt using only the best German hops and traditional lager yeast. Look for a smooth malty flavor with a hint of smoke in the finish.,
4622,Saranac Extra Special Bitter,"""[""""607eea7bca4e953fe8c4248e""""""]""","Bitters are popular pub beers in England and are closely related to the more well known pales ales. Saranac Extra Special Bitter has a rich, malty taste balanced by the pleasant bitterness of Williamette Hops. The finish is dry with a hint of the Foral English Fuggle and Spicy Saaz hop. Enjoy!",
4623,Saranac Imperial IPA,"""[""""607eea94ca4e953fe8c42490""""""]""","Saranac Imperial IPA is part our new High Peak Series, a line of beers that are bigger, more complex and flavorful; beers that are meant to be sipped and savored. Saranac Imperial IPA is brewed with 10 different malts and 10 different hops to make a delectably flavorful and complex Imperial IPA - at 85 IBU's and 8.5 % alc/vol.",
4624,Saranac Imperial Stout,"""[""""607eea94ca4e953fe8c42490""""""]""",Saranac Imperial Stout is part of our \High Peaks Series,
4625,Saranac Scotch Ale,"""[""""607eea7bca4e953fe8c4248e""""""]""","This Scotch Ale is a full-bodied, malty sweet ale. True to Scottish brewing tradition, this malty flavor and deep copper brown color are a result of Scottish two row malt and roasted barley.",
4626,Stony Face Red Ale,"""[""""607eea94ca4e953fe8c42490""""""]""","Hoppyâ€™s gift to those who like their beers Malty. Dark Caramel and Chocolate Malts lend their deep crimson silkiness, and judicious additions of Nugget and Cascade hops give just enough bitterness for balance. Ask your serverâ€™s favorite beer and itâ€™s probably this one.",
4627,Humbles Blond Ale,"""[""""607eea94ca4e953fe8c42490""""""]""","Our lightest beer in body and color, Humbles has proven to be our most popular offering.",
4628,Heat Seeker Hefe,"""[""""607eea9eca4e953fe8c42491""""""]""","A Bavarian style Hefeweizen, a cloudy brew with slight hints of bannana and clove.  Light and refreshing.",
4629,Catalina Common Lager,"""[""""607eeac5ca4e953fe8c42495""""""]""","This copper colored lager is brewed with hybrid yeast that ferments at warmer temps, giving that clean refreshing taste of a lager with the slight fruitiness of an ale.",
4630,Spitfire Best Bitter,"""[""""607eea7bca4e953fe8c4248e""""""]""","An English style ale, copper in color with subtle English malt hints balanced nicely with fresh Washington grown Yakima Valley hops.",
4631,Afterburner IPA,"""[""""607eea94ca4e953fe8c42490""""""]""","A hop lover's delight!  Our I.P.A. is loaded with Ahtanum, Tohmahawk, Palisade, East Kent, Goldings and finished with the ever popular Cascades, balanced with generous amounts of floor malted crisp Maris Otter barley.",
